fpr,tpr,threshold,sample_label
0.4431137724550898,0.918348010255267,0.0454545454545454,sensitivity_score_le_5
0.44346090427839974,0.918348010255267,0.0434782608695652,sensitivity_score_le_5
0.4435476872342272,0.918348010255267,0.0416666666666666,sensitivity_score_le_5
0.4436344701900547,0.918348010255267,0.04,sensitivity_score_le_5
0.4438080361017096,0.918348010255267,0.0384615384615384,sensitivity_score_le_5
0.4438948190575371,0.918348010255267,0.037037037037037,sensitivity_score_le_5
0.4443287338366745,0.918348010255267,0.0357142857142857,sensitivity_score_le_5
0.44441551679250196,0.918348010255267,0.0294117647058823,sensitivity_score_le_5
0.44450229974832944,0.918348010255267,0.0263157894736842,sensitivity_score_le_5
0.4445890827041569,0.918348010255267,0.0256410256410256,sensitivity_score_le_5
0.4446758656599844,0.918348010255267,0.024390243902439,sensitivity_score_le_5
1.0,1.0,0.0,sensitivity_score_le_5
1.0,1.0,-inf,sensitivity_score_le_5
